timestamp,2024-08-08 13-26-12
filter_index,0
gain,24
exposure,1000
camera,Cam4
serial,50-0536976126
calibration,0.009921875
charge,0
xc,0
yc,0
xrms,0
yrms,0
sum,0
roi_x,177.08644160877742
roi_y,504.7732181192361
roi_w,249.07206508994256
roi_h,332.62038194578423
gunphase,280.0
linacphase,122.0
X1,1.2
Y1,-0.0996
X2,0.0999
Y2,0.4
X3,0.3001
Y3,1.2
X4,3.0
Y4,2.9999
Q1,0.0
Q2,0.0
Q3,0.0
Q4,0.0
Q5,0.0
