timestamp,2024-08-09 15-50-39
filter_index,0
gain,20
exposure,1000
camera,Cam5
serial,50-0536999326
calibration,0.170898438
charge,481.74
xc,0
yc,0
xrms,0
yrms,0
sum,0
roi_x,497.458520143515
roi_y,222.90140893678944
roi_w,440.38585209003236
roi_h,454.37942122186473
gunphase,268.0
linacphase,140.0
X1,0.7001
Y1,-0.4998
X2,0.7
Y2,0.9501
X3,-1.0998
Y3,-0.4497
X4,-5.4997
Y4,2.0001
Q1,3.0001
Q2,-2.9999
Q3,3.8001
Q4,0.0
Q5,0.0002
