timestamp,2024-08-08 16-45-20
filter_index,0
gain,24
exposure,1000
camera,Cam4
serial,50-0536976126
calibration,0.009921875
charge,0.04
xc,758.6042538936247
yc,952.9503514596913
xrms,110.5585425760296
yrms,251.49999999999997
sum,15038986
roi_x,301.90799518961353
roi_y,452.07353283196886
roi_w,568.027880453595
roi_h,503.78120409107265
gunphase,294.0
linacphase,124.0
X1,1.0501
Y1,0.0998
X2,0.3
Y2,0.5
X3,0.9001
Y3,0.0
X4,3.0
Y4,4.0001
Q1,-0.0003
Q2,-0.0004
Q3,0.0002
Q4,0.0
Q5,0.0
