integral_gain,prop_gain,phase_error,amp_error,forward_power,probe_power
0.0,0.0,10497718.192852164,2.474560950126584,10.535201354715465,9.946274101673303
0.0,0.0,10497718.192852164,2.474560950126584,10.261688326193994,9.551773554809706
0.0,0.0,10497718.192852164,2.474560950126584,10.238752887791152,9.737005778134392
0.0,0.0,10497718.192852164,2.474560950126584,10.363527135606082,9.459050514803783
0.0,0.0,10497718.192852164,2.474560950126584,10.42129207872178,9.60690718094776
0.0,0.0,10497718.192852164,2.474560950126584,10.604831052692504,10.167805969737792
0.0,0.0,10497718.192852164,2.474560950126584,10.646503602425677,9.821573444694495
0.0,0.0,10497718.192852164,2.474560950126584,10.38093661729832,9.803706303929154
0.0,0.0,10497718.192852164,2.474560950126584,10.480523428613486,9.63653439016204
0.0,0.0,10497718.192852164,2.474560950126584,10.717242989896656,9.981646653779285
0.0,0.0,10497718.192852164,2.474560950126584,10.680363497483436,10.174038698264727
0.0,0.0,10497718.192852164,2.474560950126584,10.280135852361823,9.606390056107932
0.0,0.0,10497718.192852164,2.474560950126584,10.164546889017927,9.40216804295384
0.0,0.0,10497718.192852164,2.474560950126584,10.290982348481968,9.585772317831436
0.0,0.0,10497718.192852164,2.474560950126584,10.396527613697296,9.814280185986544
0.0,0.0,10497718.192852164,2.474560950126584,10.250462067534247,9.70201532265516
0.0,0.0,10497718.192852164,2.474560950126584,10.603747120986773,9.552584887339451
0.0,0.0,10497718.192852164,2.474560950126584,10.368599702241468,9.795934644831316
0.0,0.0,10497718.192852164,2.474560950126584,10.451034380183184,9.862387784122944
0.0,0.0,10497718.192852164,2.474560950126584,10.302570371431774,10.04609792627294
0.0,0.0,10497718.192852164,2.474560950126584,10.160415433241466,9.672660928357043
0.0,0.0,10497718.192852164,2.474560950126584,10.746657698744787,9.757837949668447
0.0,0.0,10497718.192852164,2.474560950126584,10.707378803050778,10.261263768118903
0.0,0.0,10497718.192852164,2.474560950126584,10.538723863344122,9.954450718852112
0.0,0.0,10497718.192852164,2.474560950126584,10.27055471432192,9.9014087215217
0.0,0.0,10497718.192852164,2.474560950126584,10.276685452554176,9.896693386685522
0.0,0.0,10497718.192852164,2.474560950126584,10.679496376517982,10.315587905935548
0.0,0.0,10497718.192852164,2.474560950126584,10.355172147104176,9.667062049167448
0.0,0.0,10497718.192852164,2.474560950126584,10.733590422000484,10.566456997545442
0.0,0.0,10497718.192852164,2.474560950126584,10.42170296536503,9.81559927078403
0.0,0.0,10497718.192852164,2.474560950126584,10.22616255630657,9.853745423990873
0.0,0.0,10497718.192852164,2.474560950126584,10.676571139398936,9.851980999810694
0.0,0.0,10497718.192852164,2.474560950126584,10.529009535306743,10.27734978792006
0.0,0.0,10497718.192852164,2.474560950126584,10.398205106318148,9.903570684110072
0.0,0.0,10497718.192852164,2.474560950126584,10.162203089918584,9.553020823165548
0.0,0.0,10497718.192852164,2.474560950126584,10.657537808526426,10.184646733043987
0.0,0.0,10497718.192852164,2.474560950126584,10.591073403708808,9.916098907824448
0.0,0.0,10497718.192852164,2.474560950126584,10.386440019534358,10.047659671330283
0.0,0.0,10497718.192852164,2.474560950126584,10.487441132491968,9.975033662768444
0.0,0.0,10497718.192852164,2.474560950126584,10.265271008689906,9.658155745490872
0.0,0.0,10497718.192852164,2.474560950126584,10.13567629546933,9.5934397279344
0.0,0.0,10497718.192852164,2.474560950126584,10.720907160767132,9.712978278988412
0.0,0.0,10497718.192852164,2.474560950126584,10.754164493716171,10.328341291592928
0.0,0.0,10497718.192852164,2.474560950126584,10.288900672432364,10.27688823241024
0.0,0.0,10497718.192852164,2.474560950126584,10.793789186532337,9.56769668345425
0.0,0.0,10497718.192852164,2.474560950126584,10.555673629838063,9.993223832025954
0.0,0.0,10497718.192852164,2.474560950126584,10.575364294108606,10.071949556961398
0.0,0.0,10497718.192852164,2.474560950126584,10.333435921694852,9.62367178036922
0.0,0.0,10497718.192852164,2.474560950126584,10.32424596237834,9.702824992302563
0.0,0.0,10497718.192852164,2.474560950126584,10.239586152260465,9.759009320021844
0.0,0.0,10497718.192852164,2.474560950126584,10.669373132898114,10.21156942739343
0.0,0.0,10497718.192852164,2.474560950126584,10.532093480117164,10.141253876273469
0.0,0.0,10497718.192852164,2.474560950126584,10.221376743746596,9.468555449581084
0.0,0.0,10497718.192852164,2.474560950126584,10.377978371504817,9.812063623808962
0.0,0.0,10497718.192852164,2.474560950126584,10.339960159148042,9.735741824732974
0.0,0.0,10497718.192852164,2.474560950126584,10.686882277287433,10.400647607273251
0.0,0.0,10497718.192852164,2.474560950126584,10.538308694555562,10.074600037116287
0.0,0.0,10497718.192852164,2.474560950126584,10.651912657480777,9.920972719241671
0.0,0.0,10497718.192852164,2.474560950126584,10.348920858286611,9.623461025321788
0.0,0.0,10497718.192852164,2.474560950126584,10.9970355147513,10.957214617341233
0.0,0.0,10497718.192852164,2.474560950126584,10.605646797490268,9.985939771747018
0.0,0.0,10497718.192852164,2.474560950126584,10.287537444458682,9.559331534914302
0.0,0.0,10497718.192852164,2.474560950126584,10.470201239503826,9.841952170276045
0.0,0.0,10497718.192852164,2.474560950126584,10.49795163009784,10.062020125483684
0.0,0.0,10497718.192852164,2.474560950126584,10.91266258827263,9.708435854850771
0.0,0.0,10497718.192852164,2.474560950126584,10.364599937006476,10.351758095771888
0.0,0.0,10497718.192852164,2.474560950126584,10.392769312494822,10.074226131334894
0.0,0.0,10497718.192852164,2.474560950126584,10.730417252319286,10.09921090448011
0.0,0.0,10497718.192852164,2.474560950126584,10.368973762818673,9.87059008796195
0.0,0.0,10497718.192852164,2.474560950126584,10.91927328034806,10.38523663391937
0.0,0.0,10497718.192852164,2.474560950126584,10.554580720908536,10.07043493006564
0.0,0.0,10497718.192852164,2.474560950126584,10.742831740425135,10.386315969612042
0.0,0.0,10497718.192852164,2.474560950126584,10.220232841868892,9.901672831340909
0.0,0.0,10497718.192852164,2.474560950126584,10.470237660283813,9.498975417120851
0.0,0.0,10497718.192852164,2.474560950126584,10.66723869671533,10.052645066590568
0.0,0.0,10497718.192852164,2.474560950126584,10.367440299253346,9.66393555751201
0.0,0.0,10497718.192852164,2.474560950126584,10.33905335828072,9.770827048383708
0.0,0.0,10497718.192852164,2.474560950126584,10.523883628269548,10.33353794099633
0.0,0.0,10497718.192852164,2.474560950126584,10.369685566118775,9.840299527195883
0.0,0.0,10497718.192852164,2.474560950126584,10.560177271205491,10.270817863808295
0.0,0.0,10497718.192852164,2.474560950126584,10.210257482254804,10.01405174577388
0.0,0.0,10497718.192852164,2.474560950126584,10.669937991698957,9.966324961646416
0.0,0.0,10497718.192852164,2.474560950126584,10.545955513195954,9.872020252957968
0.0,0.0,10497718.192852164,2.474560950126584,10.57313195655329,10.122358145722204
0.0,0.0,10497718.192852164,2.474560950126584,10.764867041041777,10.50730280588165
0.0,0.0,10497718.192852164,2.474560950126584,10.414962421411198,9.60567747820311
0.0,0.0,10497718.192852164,2.474560950126584,10.358270049386787,9.74964427002486
0.0,0.0,10497718.192852164,2.474560950126584,10.461817100183906,10.125446606148154
0.0,0.0,10497718.192852164,2.474560950126584,10.779901657456875,9.326936796853207
0.0,0.0,10497718.192852164,2.474560950126584,10.75788670874786,10.514377758321716
0.0,0.0,10497718.192852164,2.474560950126584,10.35010594120204,9.71958831903893
0.0,0.0,10497718.192852164,2.474560950126584,10.509519182361904,10.257314815632387
0.0,0.0,10497718.192852164,2.474560950126584,10.560156015344852,9.969371907647698
0.0,0.0,10497718.192852164,2.474560950126584,10.377452408564308,9.542701603209554
0.0,0.0,10497718.192852164,2.474560950126584,10.587645372823994,10.040929768243204
0.0,0.0,10497718.192852164,2.474560950126584,10.460171508575089,9.792377521774476
0.0,0.0,10497718.192852164,2.474560950126584,10.63090269180894,10.223986446242009
0.0,0.0,10497718.192852164,2.474560950126584,10.544279580567778,9.992622075759584
0.0,0.0,10497718.192852164,2.474560950126584,10.65382069808202,10.355564976000542
0.0,0.0,10497718.192852164,2.474560950126584,10.276244791493554,9.770535216226795
0.0,0.0,10497718.192852164,2.474560950126584,10.596264563301222,10.216210622503718
0.0,0.0,10497718.192852164,2.474560950126584,10.382982901261077,9.378230243933686
0.0,0.0,10497718.192852164,2.474560950126584,10.290342971436164,9.776716396836704
0.0,0.0,10497718.192852164,2.474560950126584,10.304067231330254,9.862673465725068
0.0,0.0,10497718.192852164,2.474560950126584,10.36513695093796,9.955240648549946
0.0,0.0,10497718.192852164,2.474560950126584,10.777415921419998,10.581994002388935
0.0,0.0,10497718.192852164,2.474560950126584,10.220110745155257,9.717856644094793
0.0,0.0,10497718.192852164,2.474560950126584,10.34418850661099,9.932490416849785
0.0,0.0,10497718.192852164,2.474560950126584,10.458956568405943,10.05671108771118
0.0,0.0,10497718.192852164,2.474560950126584,10.354305518980826,9.460365703114212
0.0,0.0,10497718.192852164,2.474560950126584,10.538226150934095,10.03871857105822
0.0,0.0,10497718.192852164,2.474560950126584,10.721112680775526,10.256141227511671
0.0,0.0,10497718.192852164,2.474560950126584,10.185133023616745,9.397583852922676
0.0,0.0,10497718.192852164,2.474560950126584,10.66050036176966,10.16356156063888
0.0,0.0,10497718.192852164,2.474560950126584,10.57128806149411,10.505596017904884
0.0,0.0,10497718.192852164,2.474560950126584,10.188518926278626,9.772480233341655
0.0,0.0,10497718.192852164,2.474560950126584,10.631040461182188,10.25300167005973
0.0,0.0,10497718.192852164,2.474560950126584,10.23823280183935,9.86960560989163
0.0,0.0,10497718.192852164,2.474560950126584,10.2615496935227,9.656202239981386
0.0,0.0,10497718.192852164,2.474560950126584,10.404461485610014,9.85691012641274
0.0,0.0,10497718.192852164,2.474560950126584,10.237788538057192,9.73478545176501
0.0,0.0,10497718.192852164,2.474560950126584,10.481300463850936,9.827546500285411
0.0,0.0,10497718.192852164,2.474560950126584,10.213403316224763,9.769385218330251
0.0,0.0,10497718.192852164,2.474560950126584,10.314577441766447,9.515533876817852
0.0,0.0,10497718.192852164,2.474560950126584,10.232955811127123,9.436775318669662
0.0,0.0,10497718.192852164,2.474560950126584,10.31227834615897,9.615084769806831
0.0,0.0,10497718.192852164,2.474560950126584,10.359232480443488,10.27269193770592
0.0,0.0,10497718.192852164,2.474560950126584,10.17795299676946,9.618023917550644
0.0,0.0,10497718.192852164,2.474560950126584,10.670321132654356,10.694701945764535
0.0,0.0,10497718.192852164,2.474560950126584,10.867629739237229,10.454915014238386
0.0,0.0,10497718.192852164,2.474560950126584,10.601067956340604,9.984063644414686
0.0,0.0,10497718.192852164,2.474560950126584,10.25835138821684,9.580187001436062
0.0,0.0,10497718.192852164,2.474560950126584,10.579381142266564,10.212387083359843
0.0,0.0,10497718.192852164,2.474560950126584,10.496896656566946,10.220223534959253
0.0,0.0,10497718.192852164,2.474560950126584,10.600362697277568,10.214390976057013
0.0,0.0,10497718.192852164,2.474560950126584,10.38627717425904,9.572217217721308
0.0,0.0,10497718.192852164,2.474560950126584,10.138851265763492,10.540269260479226
0.0,0.0,10497718.192852164,2.474560950126584,10.514783751475832,9.86254628384894
0.0,0.0,10497718.192852164,2.474560950126584,10.417693652718931,9.683418404926377
0.0,0.0,10497718.192852164,2.474560950126584,10.426743546591762,9.768544244662737
0.0,0.0,10497718.192852164,2.474560950126584,10.503674332860085,9.931924584352908
0.0,0.0,10497718.192852164,2.474560950126584,10.59078137916071,9.998593472447112
0.0,0.0,10497718.192852164,2.474560950126584,10.679773722844049,10.215606433379053
0.0,0.0,10497718.192852164,2.474560950126584,10.628898691064697,10.199640467873952
0.0,0.0,10497718.192852164,2.474560950126584,10.588797136331262,9.965062936671048
0.0,0.0,10497718.192852164,2.474560950126584,10.63761915472698,9.991964127299978
0.0,0.0,10497718.192852164,2.474560950126584,10.177860828972973,9.708395718920606
0.0,0.0,10497718.192852164,2.474560950126584,10.2095441185745,9.48106694533077
0.0,0.0,10497718.192852164,2.474560950126584,10.39587727481521,9.577824041634564
0.0,0.0,10497718.192852164,2.474560950126584,10.711049740973094,10.284562877763207
0.0,0.0,10497718.192852164,2.474560950126584,10.279319044133326,9.49577694413652
0.0,0.0,10497718.192852164,2.474560950126584,10.529714781587654,9.973545543213262
0.0,0.0,10497718.192852164,2.474560950126584,10.58058049926166,10.110639437430343
0.0,0.0,10497718.192852164,2.474560950126584,10.418712823602968,9.528721110623858
0.0,0.0,10497718.192852164,2.474560950126584,10.83273426552251,10.4675596298754
0.0,0.0,10497718.192852164,2.474560950126584,10.265893573350176,9.63284952187242
0.0,0.0,10497718.192852164,2.474560950126584,10.39076090690696,9.68512387614181
0.0,0.0,10497718.192852164,2.474560950126584,10.566941013693018,10.07191702256432
0.0,0.0,10497718.192852164,2.474560950126584,10.339469296005426,9.545102002214742
0.0,0.0,10497718.192852164,2.474560950126584,10.453610470734084,9.81561292622729
0.0,0.0,10497718.192852164,2.474560950126584,10.827961104707231,10.016596295666702
0.0,0.0,10497718.192852164,2.474560950126584,10.220498238657797,9.485815451101354
0.0,0.0,10497718.192852164,2.474560950126584,10.604516805082984,9.972809837732632
0.0,0.0,10497718.192852164,2.474560950126584,10.326442138088426,9.789839311633378
0.0,0.0,10497718.192852164,2.474560950126584,10.9042578009562,10.371011038062008
0.0,0.0,10497718.192852164,2.474560950126584,10.514006189397197,10.256318816059176
0.0,0.0,10497718.192852164,2.474560950126584,10.348398678622802,9.711950261174016
0.0,0.0,10497718.192852164,2.474560950126584,10.841844963909,10.378258304220072
0.0,0.0,10497718.192852164,2.474560950126584,10.530828240585638,10.252274011058278
0.0,0.0,10497718.192852164,2.474560950126584,10.355245790167942,9.476849186137262
0.0,0.0,10497718.192852164,2.474560950126584,10.769929042515043,10.21422430218119
0.0,0.0,10497718.192852164,2.474560950126584,10.275208941451044,9.61666688795267
0.0,0.0,10497718.192852164,2.474560950126584,10.498777938535468,10.328663520822689
0.0,0.0,10497718.192852164,2.474560950126584,10.86483771352003,10.272885925994895
0.0,0.0,10497718.192852164,2.474560950126584,10.544840891646489,10.0625044506251
0.0,0.0,10497718.192852164,2.474560950126584,10.571999854108531,10.158556685534132
0.0,0.0,10497718.192852164,2.474560950126584,10.332256556801523,10.008789088935147
0.0,0.0,10497718.192852164,2.474560950126584,10.602947177989748,9.971789529591376
0.0,0.0,10497718.192852164,2.474560950126584,10.410802375776042,9.623095383626897
0.0,0.0,10497718.192852164,2.474560950126584,10.628368461879438,10.092662794907463
0.0,0.0,10497718.192852164,2.474560950126584,10.59458493745318,10.004723220667383
0.0,0.0,10497718.192852164,2.474560950126584,10.334183871963326,9.403419931473165
0.0,0.0,10497718.192852164,2.474560950126584,10.71475895512008,10.43225172035438
0.0,0.0,10497718.192852164,2.474560950126584,10.591869662871924,9.885556654344242
0.0,0.0,10497718.192852164,2.474560950126584,10.24696807589638,9.62708018446922
0.0,0.0,10497718.192852164,2.474560950126584,10.350189369547024,9.899061329499473
0.0,0.0,10497718.192852164,2.474560950126584,10.275745001559631,9.662081436435152
0.0,0.0,10497718.192852164,2.474560950126584,10.609089705631789,9.911326363873204
0.0,0.0,10497718.192852164,2.474560950126584,10.306303987827372,9.64074419566246
0.0,0.0,10497718.192852164,2.474560950126584,10.419773109108707,9.859081727330365
0.0,0.0,10497718.192852164,2.474560950126584,10.78039843480598,10.270595000658108
0.0,0.0,10497718.192852164,2.474560950126584,10.654846468629888,10.277783973894715
0.0,0.0,10497718.192852164,2.474560950126584,10.58205324807225,9.749839768644694
0.0,0.0,10497718.192852164,2.474560950126584,10.532822085695292,9.768510803582316
0.0,0.0,10497718.192852164,2.474560950126584,10.255596852553715,9.527289713683738
0.0,0.0,10497718.192852164,2.474560950126584,10.477291245088406,9.781134191868883
0.0,0.0,10497718.192852164,2.474560950126584,10.468661659301606,9.600709233385324
0.0,0.0,10497718.192852164,2.474560950126584,10.653458942248808,10.000409014872291
0.0,0.0,10497718.192852164,2.474560950126584,10.415618057678238,9.9655800566843
0.0,0.0,10497718.192852164,2.474560950126584,10.694800296683042,10.231420646743237
0.0,0.0,10497718.192852164,2.474560950126584,10.13698838810233,9.472666472501686
0.0,0.0,10497718.192852164,2.474560950126584,10.31654560876247,9.878855398847554
