timestamp,filter_index,gain,exposure,camera,serial,calibration,charge,xc,yc,xrms,yrms,sum,roi_x,roi_y,roi_w,roi_h,gunphase,linacphase,X1,Y1,X2,Y2,X3,Y3,X4,Y4,Q1,Q2,Q3,Q4,Q5
2024-08-13 18-14-54,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,847.5523686170852,511.0490600620946,14.237341025136583,11.646519104685597,270379,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-54,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,847.044072352554,511.9798438607813,13.974113736514472,11.793337806648733,259798,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-55,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,847.2935623715315,510.571330256945,13.90455911081491,11.270969330817564,258642,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-55,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,847.5447819471678,509.3288282509212,14.264665495453,11.3548146521359,272044,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-55,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,846.8811050383813,507.9790155625863,13.775691976579113,10.920314501519927,234431,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-55,0,16,1000,Cam5,50-0536999326,16.98113208,568.05,847.4781832686385,511.4243083916275,13.949250537700117,11.903045956592928,254853,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-55,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,847.1932228692235,511.2020429602165,13.894650833623905,11.704888120186553,270967,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-56,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,847.1829795310057,512.2385106817939,14.376749548559191,11.702391933319856,268433,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-56,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,847.093087448128,510.4761728967266,14.02641459585486,11.515539476735825,271745,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-56,0,16,1000,Cam5,50-0536999326,16.98113208,559.12,846.9167503770382,508.1595441235402,13.834527633699222,10.642771888910987,246684,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-56,0,16,1000,Cam5,50-0536999326,16.98113208,559.12,847.6378601235721,510.35115816648215,14.073549299878426,11.394648224225692,271472,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-56,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,847.7720884306555,512.2731540605471,14.211415464215683,12.266373916332387,270234,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-57,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,848.1334859765287,506.9049867183549,13.963577037886294,10.476103670697182,249016,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-57,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,847.5761188124573,512.0860863466294,14.391728898252005,12.385544888870236,280510,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-57,0,16,1000,Cam5,50-0536999326,16.98113208,559.12,847.5899290495518,508.0609213175129,14.005392566272093,10.853165199924751,261899,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-57,0,16,1000,Cam5,50-0536999326,16.98113208,559.12,847.6142274814694,511.81177547433686,13.923315712008533,12.379573126022446,263896,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-14-57,0,16,1000,Cam5,50-0536999326,16.98113208,559.12,847.659866005199,509.99670637347344,14.263951023606818,11.51912870114568,266326,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.8501,-4.1999,4.8999,-0.0002,1.5997
2024-08-13 18-15-39,0,16,1000,Cam5,50-0536999326,16.98113208,575.3,843.0615188065843,517.8323528458825,13.555759837199648,12.618947439746684,286099,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-39,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,843.2924289140527,518.4347485989434,13.702452286661345,12.858181898148011,306821,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-39,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,843.2427108501147,515.1119099814244,13.384122100342363,11.49283340753266,279366,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-40,0,16,1000,Cam5,50-0536999326,16.98113208,560.9,843.3294853554181,516.8508042038219,13.45933708828137,12.290036354236866,279986,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-40,0,16,1000,Cam5,50-0536999326,16.98113208,580.8,843.4048125910736,519.3660674149712,13.230218728104362,13.410412941217231,304333,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-40,0,16,1000,Cam5,50-0536999326,16.98113208,580.8,843.4002279317436,517.7881610376984,13.665564189426002,12.413065580176612,287992,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-40,0,16,1000,Cam5,50-0536999326,16.98113208,580.8,843.182650545872,516.4123666204769,13.731979094810072,11.893296621846586,291787,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-40,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,843.5681951174273,520.1229645632334,13.603861987351998,13.752774645871392,287526,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-41,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,843.2707941227987,519.0289229680943,13.780770191035009,13.235398693745593,282805,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-41,0,16,1000,Cam5,50-0536999326,16.98113208,571.67,843.3981231894874,516.1558773052428,13.596204241260788,12.141461670854897,293751,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-41,0,16,1000,Cam5,50-0536999326,16.98113208,575.3,842.8108448246303,516.705879019144,13.534170542377932,12.108794215185956,294472,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-15-41,0,16,1000,Cam5,50-0536999326,16.98113208,575.3,843.3105681281529,520.0573174704738,13.58937755737984,13.86162995236018,289369,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.7501,-4.0998,4.8001,-0.0002,1.5997
2024-08-13 18-16-16,0,14,1000,Cam5,50-0536999326,16.98113208,559.12,839.8082992839242,522.2829073857945,13.645109206758004,12.50578620192366,273125,756.2602626228396,441.1833927279241,163.97643219018312,155.26634775111577,186.0,80.0,-1.4497,-0.5996,-0.7497,0.8,-0.3997,0.0999,-2.9996,-0.9997,4.6501,-3.9997,4.7,-0.0002,1.5997
