timestamp,2024-08-08 16-15-47
filter_index,0
gain,4
exposure,1000
camera,Cam4
serial,50-0536976126
calibration,0.009921875
charge,0
xc,450.1717289646781
yc,856.7387104560978
xrms,11.063525316590717
yrms,8.331904371288765
sum,372882
roi_x,402.3475601292536
roi_y,783.9464059856954
roi_w,148.3607264706041
roi_h,186.6857640976425
gunphase,286.0
linacphase,124.0
X1,1.0999
Y1,-0.0004
X2,0.2
Y2,0.4
X3,0.4999
Y3,0.2
X4,3.0
Y4,4.0001
Q1,5.0
Q2,-4.0996
Q3,4.95
Q4,0.0
Q5,0.0
